,Unnamed: 0,item name,Время чтения,Сложность,Количество просмотров,В закладках,Комментарии,Автор,Рейтинг автора,Время публикации,Savings_per_Views,norm_ReadingTime,hour
158,158,Как крутить шаговый двигатель с помощью Blink,15,2,4800.0,25,6,@Pisikak,21.1,2023-05-09 09:00:00,0.005208333333333333,0.1686746987951807,9
159,159,Проектируем flutter-приложение «чистым» способом используя bloc,10,2,3100.0,32,15,@PackRuble,7.5,2023-05-09 01:13:00,0.01032258064516129,0.10843373493975904,1
160,160,Делаем анализатор ников на новой FRED-T5. Тотальный разнос,9,2,5000.0,17,21,@ozlik,16.0,2023-05-09 00:12:00,0.0034,0.0963855421686747,0
161,161,"Майские мини-ПК: мощные, дорогие и не очень. Весенние новинки 2023 года",4,",",19000.0,42,35,@Greiv656,243.3,2023-05-09 00:05:00,0.0022105263157894735,0.03614457831325301,0
162,162,Анализ таблиц сопряженности средствами Python. Часть 1. Визуализация,43,",",3800.0,41,0,@ANazarov,25.0,2023-05-08 22:14:00,0.010789473684210526,0.5060240963855421,22
163,163,Три способа отладки T-SQL кода,4,1,4400.0,38,16,@Notte,4.1,2023-05-08 21:43:00,0.008636363636363636,0.03614457831325301,21
164,164,Разбираемся с использованием неблокируещего ввода-вывода в ОС Linux. Пишем пример сервера на голых системных вызовах,11,",",9000.0,53,16,@vda19999,19.4,2023-05-08 20:54:00,0.005888888888888889,0.12048192771084337,20
165,165,Автоматическая документация API Django Rest Framework с помощью DRF Spectacular,5,2,2400.0,39,3,@Kisel_n,9.0,2023-05-08 19:47:00,0.01625,0.04819277108433735,19
166,166,"Про тестирование мобильных приложений. Часть 3. Cквозное (UI, e2e) тестирование",8,1,1700.0,24,0,@TheSecond,4.0,2023-05-08 17:40:00,0.01411764705882353,0.08433734939759036,17
167,167,Как я получил сертификат Associate Android Developer,3,1,2900.0,24,6,@a1eksei,4.9,2023-05-08 16:15:00,0.008275862068965517,0.024096385542168676,16
168,168,Во что поработать после работы,7,",",9900.0,31,18,@mvideo,107.8,2023-05-08 15:07:00,0.0031313131313131315,0.07228915662650602,15
169,169,"Почему мне противно от хакатонов, но все равно в них участвую",8,",",11000.0,21,26,@smthshere,6.0,2023-05-08 14:15:00,0.0019090909090909091,0.08433734939759036,14
170,170,"PostgreSQL, Spring Framework и Android для начинающего разработчика",17,2,3600.0,63,1,@cdrChknkv,2.0,2023-05-08 13:46:00,0.0175,0.1927710843373494,13
171,171,"Мейнтейнер на всю жизнь. Даниэль Стенберг, автор curl",5,1,15000.0,49,41,@alizar,259.1,2023-05-08 13:00:00,0.003266666666666667,0.04819277108433735,13
172,172,Платформа торгового робота на российской фондовой бирже,2,1,2800.0,17,7,@nikolz,-8.4,2023-05-08 12:00:00,0.006071428571428571,0.012048192771084338,12
173,173,Mojo может стать крупнейшим достижением в области разработки языков программирования за последние десятилетия,15,2,82000.0,144,260,@ziyodulla-baykhanov,13.3,2023-05-08 11:32:00,0.0017560975609756098,0.1686746987951807,11
174,174,"Недельный геймдев: #120 — 7 мая, 2023",6,1,3300.0,9,2,@Suvitruf,52.3,2023-05-08 08:54:00,0.0027272727272727275,0.060240963855421686,8
175,175,Документирование API сервисов с помощью Swagger на примере фреймворков Express.js и Gin,41,2,3900.0,39,2,@dan_sw,1.0,2023-05-08 01:36:00,0.01,0.4819277108433735,1
176,176,Сравнение технологии JuniStat и лазерных систем для беговых тестов,5,1,759.0,1,3,@plopr,12.0,2023-05-08 01:16:00,0.0013175230566534915,0.04819277108433735,1
177,177,Обзор генератора сигналов AD9833,2,1,4000.0,23,10,@aabzel,48.9,2023-05-08 01:04:00,0.00575,0.012048192771084338,1
178,178,Рендеринг модальных окон с помощью функций на Vue,6,2,3100.0,22,5,@crackidocky,6.0,2023-05-07 23:58:00,0.0070967741935483875,0.060240963855421686,23
179,179,Как я сдал OSCP и OSWP в 2022 году,7,1,6600.0,32,4,@Merider,13.0,2023-05-07 23:34:00,0.0048484848484848485,0.07228915662650602,23
180,180,Вышел Chrome 113,3,1,8100.0,22,8,@qmzik,5.6,2023-05-07 23:14:00,0.0027160493827160493,0.024096385542168676,23
181,181,Webpack. Создание WebP вместе с Jpeg и Png,2,",",3600.0,31,14,@Artem-Martiyanov,5.0,2023-05-07 20:38:00,0.008611111111111111,0.012048192771084338,20
182,182,Инди игры от новых авторов,14,",",4500.0,20,11,@Greenolor,5.0,2023-05-07 20:06:00,0.0044444444444444444,0.1566265060240964,20
183,183,Мобильная разработка за неделю #487 (1 — 7 мая),3,",",1900.0,11,0,@ProductivityInside,37.6,2023-05-07 18:29:00,0.005789473684210527,0.024096385542168676,18
184,184,Charles Proxy на пальцах: главный помощник QA и разработчиков,8,1,7000.0,66,20,@hellosvetken,5.0,2023-05-07 18:08:00,0.009428571428571429,0.08433734939759036,18
185,185,Token-Based Authetification в автономных системах посредством Qt6 с использованием Qr-кодов. Http-сервер,8,2,1400.0,12,2,@TheGast,-5.0,2023-05-07 17:40:00,0.008571428571428572,0.08433734939759036,17
186,186,Token-Based Authetification в автономных системах посредством Qt6 с использованием Qr-кодов,2,2,1000.0,4,0,@TheGast,-5.0,2023-05-07 17:39:00,0.004,0.012048192771084338,17
187,187,В будущем ваш автомобиль сможет предупредить вас о близлежащих лесных пожарах,7,1,1100.0,3,12,@GeorgKDeft,1.6,2023-05-07 14:50:00,0.0027272727272727275,0.07228915662650602,14
188,188,PostgreSQL ltree: обеспечение целостности данных,5,",",4200.0,35,6,@msmer,3.2,2023-05-07 12:53:00,0.008333333333333333,0.04819277108433735,12
189,189,Этот «iPhone» работает на Windows — что может китайский айфон на винде в 2023?,8,1,14000.0,20,22,@bodyawm,188.7,2023-05-07 11:29:00,0.0014285714285714286,0.08433734939759036,11
190,190,Метод генерации столбцов для решения задач математической оптимизации большой размерности,8,2,4700.0,46,8,@mkrasilnikov,18.0,2023-05-07 10:51:00,0.00978723404255319,0.08433734939759036,10
191,191,Даже Amazon не может разобраться в serverless и микросервисах,3,1,33000.0,68,93,@electroshaman,10.8,2023-05-07 00:48:00,0.0020606060606060605,0.024096385542168676,0
192,192,Масштабирование сервиса мониторинга аудио/видео-потоков в Prime Video со снижением расходов на 90%,5,2,3100.0,17,3,@electroshaman,10.8,2023-05-06 23:34:00,0.005483870967741935,0.04819277108433735,23
193,193,Электричество без регистрации и sms: быстрое введение в pandapower,12,2,4900.0,25,7,@avshkol,6.8,2023-05-06 22:28:00,0.00510204081632653,0.13253012048192772,22
194,194,Всемогущий маршалинг. Обзор,6,1,6600.0,35,8,@inmovery,6.0,2023-05-06 21:24:00,0.005303030303030303,0.060240963855421686,21
195,195,"CTF: соревнования не ради участия, а опыта для",4,1,2100.0,9,0,@kotz1k,7.0,2023-05-06 18:38:00,0.004285714285714286,0.03614457831325301,18
196,196,Как написать хороший технический дизайн документ и не провалить проект,9,",",3200.0,48,3,@mastersobg,1.0,2023-05-06 16:53:00,0.015,0.0963855421686747,16
197,197,Создаем клон Instagram при помощи Flutter и Feeds. Часть 3,46,2,2000.0,16,0,@evgajukov,3.2,2023-05-06 16:40:00,0.008,0.5421686746987951,16
198,198,За границей Hello World: полный гайд по разработке Telegram ботов на Python + Aiogram 3. Часть 2: Меню и OpenAI API,12,2,6600.0,127,0,@ivankarmanow,11.1,2023-05-06 12:54:00,0.01924242424242424,0.13253012048192772,12
199,199,Самостоятельный киригами: преобразование химической энергии в механическую,9,",",3200.0,20,0,@Dmytro_Kikot,146.0,2023-05-06 10:01:00,0.00625,0.0963855421686747,10
200,200,"Google: «У нас нет преимущества перед открытым кодом, и у OpenAI тоже нет»",12,2,22000.0,97,36,@vignatovic,15.2,2023-05-06 04:58:00,0.004409090909090909,0.13253012048192772,4
201,201,Begin /* Снова о месте творчества и искусства в программировании,4,1,1900.0,12,10,@Rembo123,40.0,2023-05-06 03:40:00,0.00631578947368421,0.03614457831325301,3
202,202,Макет автоматизированного создания пользователей (ботов) в социальных сетях и имитации их активности,7,1,2600.0,31,5,@sys_adm1n,4.0,2023-05-05 23:01:00,0.011923076923076923,0.07228915662650602,23
203,203,"Данные: какие про вас собирают, а какие от вас закрывают?",3,",",13000.0,68,37,@Nester,44.4,2023-05-05 21:02:00,0.005230769230769231,0.024096385542168676,21
204,204,Data-driven рост с помощью науки о данных и машинного обучения,20,1,951.0,8,1,@roman_salesai,15.0,2023-05-05 20:53:00,0.008412197686645636,0.2289156626506024,20
205,205,Разработчики программного обеспечения скоро перестанут писать код,7,1,6500.0,28,21,@ispmanager,7.8,2023-05-05 20:38:00,0.0043076923076923075,0.07228915662650602,20
206,206,Змейка на PDCurses С++,7,",",3300.0,18,9,@Troyy,-1.0,2023-05-05 20:19:00,0.005454545454545455,0.07228915662650602,20
207,207,NVRAM Поверх off-chip SPI-NOR Flash,8,1,2500.0,25,9,@aabzel,48.9,2023-05-05 19:20:00,0.01,0.08433734939759036,19
208,208,Как мы разрабатываем SDK для RuStore,5,1,2500.0,6,20,@RuStore,28.0,2023-05-05 19:10:00,0.0024,0.04819277108433735,19
209,209,Решаем криптарифмы с помощью алгебры и python,6,1,3700.0,32,7,@celen,22.2,2023-05-05 18:32:00,0.008648648648648649,0.060240963855421686,18
210,210,"Допиливаем VirtualMouse в новой Input System, для геймпада в Unity",5,2,794.0,10,1,@ULTRAWEN,4.0,2023-05-05 17:47:00,0.012594458438287154,0.04819277108433735,17
211,211,"32 полезных Rust крейта, о которых вы могли не знать",19,1,3900.0,36,9,@artslob,15.0,2023-05-05 17:36:00,0.009230769230769232,0.21686746987951808,17
212,212,"Как с помощью нейронной сети снизить дозу КТ, не потеряв в качестве реконструкции",5,2,1100.0,17,3,@SmartEngines,46.7,2023-05-05 17:34:00,0.015454545454545455,0.04819277108433735,17
213,213,Как появляются дизайн-системы: рассказываем и показываем на собственном примере,15,2,1600.0,26,5,@dipiash,3.0,2023-05-05 16:18:00,0.01625,0.1686746987951807,16
214,214,Дополнить Rust-библиотеку примерами? Легко,8,",",1100.0,6,2,@MaxRokatansky,175.2,2023-05-05 16:08:00,0.005454545454545455,0.08433734939759036,16
215,215,RUDOLPH: освещая дорогу к AGI,19,3,1800.0,22,1,@ddimitrov,21.0,2023-05-05 15:55:00,0.012222222222222223,0.21686746987951808,15
216,216,Безопасная разработка в Python. 2 часть,6,",",3400.0,44,0,@Andrey_Biryukov,65.0,2023-05-05 15:16:00,0.012941176470588235,0.060240963855421686,15
217,217,Jaeger для трассировки в микросервисной архитектуре,15,2,3200.0,52,0,@voidSoul,9.0,2023-05-05 15:12:00,0.01625,0.1686746987951807,15
218,218,"Расширенные концепции JavaScript для написания качественного, поддерживаемого кода",15,1,5400.0,55,5,@alexovn,1.6,2023-05-05 14:43:00,0.010185185185185186,0.1686746987951807,14
219,219,Когда не стоит полагаться на DRY,5,",",2700.0,32,5,@digitalsibur,9.0,2023-05-05 14:32:00,0.011851851851851851,0.04819277108433735,14
220,220,Как я OSWE сдавал,3,1,1200.0,3,2,@Svilly,7.0,2023-05-05 14:06:00,0.0025,0.024096385542168676,14
221,221,Миграция из Kubernetes в Docker Compose,7,2,7100.0,45,27,@dev_family,7.0,2023-05-05 13:58:00,0.006338028169014085,0.07228915662650602,13
222,222,NgDoc — Cоздание документации для Angular проектов,10,1,1500.0,20,2,@askoropad,8.0,2023-05-05 13:43:00,0.013333333333333334,0.10843373493975904,13
